"","Father_A","Father_B","Father_C","Mother_A","Mother_B","Mother_C","D21_A","D21_B","D21_C","T21_A","T21_B","T21_C"
"NR_152792",0,0,0,0,0,0,0,0,0,0,0,0
"NR_040253",0,0,0,0,0,0,1,0,0,0,0,0
"NR_106720",0,0,4,2,1,2,5,0,2,4,0,8
"NR_038884",1,0,0,0,0,0,1,0,0,0,0,0
"NR_132758",40,255,100,21,202,9,69,152,29,40,155,26
"NM_001323070",1444,2275,3298,910,2391,593,1274,1410,534,1900,2338,1387
"NM_001323069",1976,3737,4303,1348,3720,876,1740,2398,753,2787,3871,2081
"NM_001323067",1978,3743,4274,1363,3783,881,1741,2411,753,2807,3891,2069
"NM_002627",2073,4052,4414,1428,4059,917,1822,2618,785,2962,4167,2199
"NM_001323072",2022,3794,4318,1386,3828,898,1796,2431,768,2850,3912,2093
"NM_001323071",2085,4067,4425,1439,4070,928,1845,2626,791,2976,4171,2208
"NM_001323074",1765,2917,3782,1161,3028,760,1566,1830,651,2362,3033,1742
"NM_001323073",1651,2820,3649,1089,2956,733,1483,1740,608,2294,2945,1698
"NM_001345944",1991,3741,4272,1375,3784,893,1762,2397,761,2811,3888,2074
"NM_001323068",1752,3410,3930,1177,3422,750,1530,2198,668,2500,3472,1844
"NR_160681",0,1,7,0,0,1,6,2,0,1,0,1
"NR_160682",9,6,44,8,4,3,22,3,6,16,15,14
"NM_001242339",2006,3741,4298,1384,3798,897,1788,2409,769,2845,3884,2098
"NR_155743",0,0,0,0,0,0,0,0,0,0,0,0
"NR_155744",0,0,0,0,0,0,0,0,0,0,0,0
"NR_155746",0,0,0,0,0,0,0,0,0,0,0,0
"NR_155745",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001160124",1753,1378,3988,1420,1109,547,1468,699,685,2048,1161,1461
"NM_001160125",1800,1429,4030,1452,1135,576,1477,766,709,2106,1233,1468
"NM_001300",1960,1544,4190,1577,1252,641,1622,825,778,2271,1335,1625
"NR_027653",1728,1364,3947,1402,1101,537,1450,684,665,2017,1138,1442
"NR_134490",0,0,0,0,1,0,1,0,0,0,0,0
"NR_106726",0,0,0,0,0,0,0,0,0,0,0,0
"NR_108040",0,1,0,0,0,0,0,0,0,0,0,0
"NR_108054",0,0,0,0,0,1,0,0,0,0,0,0
"NR_108055",0,0,0,0,0,1,0,0,0,0,0,0
"NR_108056",0,0,0,0,0,1,0,0,0,0,0,0
"NR_024475",0,0,0,0,0,0,0,2,0,0,0,0
"NR_015425",0,0,0,0,0,0,0,0,0,0,0,0
"NR_073125",0,1,3,0,2,0,8,14,1,1,4,0
"NR_073126",0,1,3,0,2,0,8,14,1,1,4,0
"NR_073127",0,1,3,0,2,0,8,9,0,1,4,0
"NM_001271025",0,0,3,0,0,0,6,7,0,0,1,0
"NM_001271021",0,1,3,0,0,0,6,9,0,0,1,0
"NM_001040177",0,1,3,0,0,0,6,14,1,0,1,0
"NR_026743",0,0,1,0,0,0,1,0,1,1,0,0
"NM_205845",2,1,3,6,6,2,8,4,0,6,2,4
"NM_001253909",2,0,1,0,0,0,0,0,0,0,1,0
"NM_001321027",2,0,3,5,6,2,8,4,0,6,0,1
"NM_001354",2,1,3,6,6,2,8,4,0,6,2,5
"NM_001253908",1,0,1,1,0,1,0,0,0,0,0,0
"NM_003739",1,0,1,0,0,1,0,0,0,0,1,0
"NM_001135241",0,0,0,0,0,0,3,1,0,0,1,1
"NR_027916",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001818",1,0,1,0,0,0,0,0,0,0,0,0
"NR_149060",0,0,0,0,0,1,0,0,0,0,0,0
"NR_073040",308,286,420,239,300,59,372,273,125,380,341,250
"NM_001171864",0,1,11,0,0,0,0,0,0,2,0,0
"NM_005863",306,283,415,239,297,57,372,267,122,378,335,248
"NM_024803",0,1,11,0,0,0,0,0,0,2,0,0
"NM_017422",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001047160",333,318,431,252,364,62,412,308,136,399,376,277
"NR_134491",0,0,0,0,0,0,0,0,0,1,0,0
"NR_120497",0,0,0,0,0,0,0,0,0,0,0,0
"NR_120496",0,0,0,0,0,0,0,0,0,0,0,0
"NM_005185",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001321785",1426,1208,4134,1843,1602,284,1752,970,876,1867,1363,1620
"NM_001321784",1531,1294,4336,1939,1686,300,1917,1047,980,1993,1459,1728
"NM_001321783",1520,1281,4318,1931,1700,298,1871,1040,967,2006,1468,1726
"NR_024581",17,26,48,16,39,10,34,33,18,26,24,8
"NM_017782",1461,1209,4200,1846,1643,281,1793,986,934,1920,1406,1628
"NM_024701",17,35,49,18,45,10,36,39,22,28,31,8
"NR_135800",297,191,590,299,306,69,285,141,135,332,180,229
"NR_037164",17,35,49,18,46,10,36,41,22,28,31,8
"NM_001009941",132,192,260,97,166,39,102,133,89,93,171,129
"NM_001009943",107,164,231,78,148,32,91,115,70,77,160,107
"NM_019046",137,199,304,110,169,40,129,142,94,105,185,145
"NM_001351097",199,146,495,160,133,51,116,86,62,245,170,134
"NM_001256765",257,188,607,190,169,73,148,101,79,310,246,186
"NM_001243539",228,182,596,184,164,66,141,100,75,295,221,170
"NM_001351096",273,195,650,218,164,78,172,105,80,347,228,194
"NM_001351095",226,155,524,177,140,58,123,86,62,277,172,141
"NM_002189",235,172,569,181,161,63,129,92,71,286,228,178
"NR_046362",185,129,440,143,115,49,102,71,48,218,158,106
"NM_172200",208,142,482,159,136,52,115,81,57,242,179,141
"NR_036111",8,1,3,4,2,0,30,0,6,2,0,6
"NR_039698",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001145547",1032,815,1772,957,746,328,1124,405,424,1404,632,814
"NM_032905",1060,897,1770,978,829,328,1141,448,418,1463,694,845
"NM_001323017",902,953,1655,913,1040,357,970,730,371,1778,1175,1158
"NM_001363545",406,493,827,429,493,150,397,370,189,754,519,538
"NM_004566",897,941,1649,903,1038,351,955,726,368,1761,1166,1147
"NM_001314063",912,945,1653,909,1046,353,976,734,374,1775,1179,1158
"NR_040079",77,10,211,98,20,26,145,39,72,79,25,105
"NR_148966",49,12,136,70,18,11,136,30,64,61,17,50
"NR_036502",2,0,0,1,0,0,6,1,0,3,2,1
"NR_036503",2,0,0,1,0,0,6,1,0,2,2,0
"NR_120634",1,0,0,1,0,0,0,0,0,0,0,0
"NR_108074",1,0,0,0,0,0,0,0,0,0,0,0
"NR_138480",0,0,0,0,0,0,0,0,0,1,1,0
"NR_132972",23,96,53,45,180,6,44,63,6,35,121,48
"NR_045609",217,214,619,217,228,59,283,168,107,221,202,205
"NM_001320886",1633,1620,3919,1533,2087,533,1609,1351,647,2043,2377,1500
"NM_005174",1547,1753,3864,1427,2294,500,1588,1515,581,1993,2567,1460
"NM_012311",294,258,810,327,295,83,356,190,163,309,248,300
"NM_001001973",1872,1999,4271,1775,2654,634,1947,1693,724,2409,2919,1744
"NR_024256",2,4,2,8,10,1,1,1,0,3,2,0
"NR_104329",1,0,0,0,0,0,0,0,0,0,0,0
"NR_104328",1,0,0,0,0,0,0,0,0,0,0,0
"NR_104330",1,0,0,0,0,0,0,0,0,0,0,0
"NR_104336",0,0,0,0,2,1,0,3,0,1,0,0
"NR_104327",0,0,0,0,2,1,0,3,0,1,0,0
"NM_002051",107,28,180,195,71,126,99,18,47,135,15,62
"NM_001002295",110,28,185,204,75,130,104,19,48,142,18,63
"NR_108058",0,0,0,0,0,0,0,0,0,0,0,0
"NR_134492",0,0,0,0,0,0,0,0,0,0,0,0
"NR_120635",1,0,8,0,0,1,0,0,3,5,1,0
"NR_108039",0,0,0,0,0,0,0,0,0,0,0,0
"NR_120636",0,0,0,0,0,0,0,0,0,0,0,0
"NR_120637",0,1,0,0,0,0,0,0,0,0,0,0
"NR_027082",0,0,0,0,0,0,0,0,0,0,0,0
"NR_015413",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024410",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024411",0,0,0,0,0,0,0,0,0,0,0,0
"NR_046108",0,0,0,0,0,0,0,0,0,0,0,0
"NR_126062",1,0,0,5,0,0,0,0,0,1,1,0
"NM_001080491",915,547,1324,501,511,99,470,268,126,922,482,332
"NR_125732",204,125,275,115,132,18,138,71,35,202,95,51
"NR_160647",2,7,9,0,5,2,0,1,0,1,3,0
"NM_024693",50,48,83,36,43,6,26,20,4,64,69,18
"NR_038222",0,2,0,0,0,0,0,0,4,1,1,0
"NM_153256",7,16,8,3,1,0,0,0,0,9,7,5
"NR_039699",0,0,0,0,0,0,0,0,0,0,0,0
"NM_018706",1885,2335,4001,1555,2335,791,1591,1416,826,2308,2754,1380
"NM_001142628",345,187,553,328,190,90,264,88,126,399,146,266
"NM_018144",378,239,582,343,198,96,307,97,138,451,156,305
"NR_024577",309,221,424,309,176,87,272,86,97,348,138,237
"NR_024576",293,214,406,278,152,85,265,85,94,339,135,217
"NM_001142627",284,212,398,271,148,82,254,81,92,335,128,215
"NM_006023",1113,1720,1672,997,1626,313,1148,921,364,1571,1751,838
"NR_039700",19,2,10,7,3,4,12,0,11,13,2,11
"NR_039701",0,0,0,0,0,0,0,0,0,0,0,0
"NR_031752",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001303118",0,0,1,0,0,0,2,0,0,0,0,0
"NM_182751",357,389,378,275,487,94,404,272,106,381,455,316
"NM_145314",1,0,1,0,0,0,2,0,0,0,0,0
"NM_018518",352,378,373,270,473,93,402,263,103,377,431,308
"NM_001303119",0,0,1,0,0,0,2,0,0,0,0,0
"NM_012247",494,633,709,354,792,202,389,347,138,549,540,319
"NM_001195604",363,444,590,249,568,156,316,250,103,382,377,240
"NM_001323084",52,83,180,126,168,64,105,87,48,84,93,78
"NM_001037537",52,80,176,121,167,60,105,87,47,82,90,78
"NM_001195602",361,422,560,270,557,163,296,219,102,428,388,212
"NM_001323083",26,65,147,86,112,44,106,62,35,60,68,39
"NM_001323082",49,91,198,145,196,69,133,114,53,101,115,79
"NM_006214",48,84,190,138,182,65,115,114,49,96,110,76
"NM_001323080",52,85,186,128,179,63,113,95,50,87,98,80
"NM_003675",278,280,822,340,360,64,408,266,144,433,493,320
"NM_001318338",913,600,1619,1013,814,707,1175,469,468,720,410,774
"NR_120638",0,0,0,0,1,0,0,0,0,0,0,0
"NR_036181",0,0,0,0,0,0,0,0,0,0,0,0
"NR_031668",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001320741",1085,682,1517,857,912,239,1990,901,608,1298,916,690
"NM_001320740",1081,685,1515,853,915,238,1996,898,608,1303,922,691
"NM_001320739",1086,689,1526,863,915,236,1992,901,618,1309,916,687
"NM_016299",273,235,675,294,379,91,348,224,143,370,423,297
"NM_001278205",524,468,882,506,633,175,626,380,218,752,640,517
"NM_001193425",354,252,820,396,326,77,485,268,202,557,378,503
"NM_001193424",351,250,819,395,326,77,485,268,201,556,374,502
"NM_001193426",237,132,554,248,186,38,318,154,125,357,219,329
"NR_103464",642,620,1075,641,805,208,722,491,298,940,858,654
"NM_024670",331,237,806,374,311,76,447,246,183,512,328,462
"NR_034181",335,241,799,374,315,74,450,251,189,517,323,469
"NM_001193427",236,130,551,249,181,38,318,154,125,356,219,328
"NM_001029954",13,9,41,13,7,1,23,3,11,25,20,15
"NR_144469",4,1,2,3,7,3,8,4,4,3,0,0
"NR_147060",0,3,3,2,1,1,0,0,2,0,3,3
"NM_001080836",4,4,7,0,2,1,0,0,2,1,6,5
"NR_036506",13,1,29,11,3,6,3,7,7,19,1,9
"NM_001265601",147,171,352,153,159,62,172,130,62,181,166,135
"NM_006414",123,120,303,131,109,61,158,82,50,152,123,113
"NM_001097590",133,137,334,139,123,65,161,93,53,169,130,132
"NM_004808",248,156,657,362,193,73,317,87,180,575,279,372
"NM_001308295",252,159,666,369,197,75,322,92,184,581,285,380
"NM_183005",153,181,384,154,173,66,181,128,66,200,161,153
"NM_001039844",2,0,6,13,5,4,16,0,3,3,11,3
"NR_160789",3,1,7,0,2,1,0,5,0,3,4,4
"NM_001001484",268,240,804,461,525,89,457,257,203,363,336,336
"NM_001261836",253,220,780,440,471,78,452,237,186,339,312,313
"NM_001261837",245,209,751,414,458,81,390,228,187,326,303,318
"NM_001261838",189,157,591,328,326,50,362,177,146,272,242,263
"NM_030664",264,226,793,449,486,82,470,248,197,346,321,320
"NR_108060",6,5,3,20,19,2,10,6,6,24,13,16
"NR_108061",12,11,10,26,34,2,15,12,7,31,22,15
"NM_003380",1080,1320,1247,908,1999,832,466,396,97,1458,1240,950
"NR_034129",0,0,0,0,0,0,0,0,0,0,0,0
"NR_110370",23,21,62,30,16,7,34,20,21,33,26,36
"NM_014241",9,24,16,1,0,0,4,2,0,3,7,5
"NM_001098844",5,2,1,10,0,2,0,0,0,4,2,1
"NR_030167",0,0,0,0,0,0,0,0,0,0,0,0
"NR_038419",0,0,1,0,0,0,0,0,0,0,0,0
"NM_178815",1023,841,3420,1397,1091,194,1544,741,744,1481,1043,1245
"NR_120646",1,0,1,0,0,0,0,0,0,0,0,0
"NR_039822",0,0,0,0,0,0,0,0,0,0,0,0
"NR_046283",0,2,0,0,0,0,0,0,0,0,0,0
"NR_046284",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001324296",93,76,286,78,57,43,100,46,58,98,26,77
"NM_207371",5,3,11,9,0,1,1,2,2,5,3,10
"NM_001195630",112,116,338,98,104,47,133,70,72,121,66,114
"NM_001195628",98,91,296,79,75,47,120,55,66,103,44,84
"NM_001195627",136,119,347,114,107,52,163,70,88,128,67,122
"NR_031736",0,1,0,0,0,0,0,0,0,0,0,0
"NR_038921",36,54,254,31,38,14,45,39,59,50,66,115
"NM_001199938",0,0,0,0,0,0,0,0,0,0,0,0
"NM_005180",621,546,1412,580,682,115,692,407,292,968,732,670
"NM_012071",474,612,977,369,693,162,553,429,206,687,830,447
"NM_001204062",713,666,1659,611,787,144,801,453,329,1023,840,716
"NR_036533",19,31,42,22,20,10,23,24,10,15,29,10
"NM_178161",1,0,0,0,0,0,2,0,0,0,0,2
"NM_012228",68,120,120,44,133,14,69,71,30,97,135,82
"NR_155752",4,2,0,0,0,0,0,0,0,0,0,0
"NM_001145373",117,145,271,86,129,46,113,104,99,178,100,91
"NR_030334",10,1,12,2,1,0,5,2,0,4,1,1
"NM_001367455",304,258,920,748,610,154,681,309,385,532,444,771
"NR_160024",314,267,935,766,627,159,706,321,394,535,452,790
"NR_160025",306,263,900,741,591,157,678,306,384,515,427,772
"NR_072992",0,0,0,0,0,1,0,0,1,0,0,1
"NM_145010",0,0,0,1,0,1,0,0,1,0,0,1
"NM_024838",45,53,132,115,69,19,63,55,27,106,106,96
"NR_072993",0,0,0,1,0,1,0,0,1,0,0,1
"NR_120649",0,0,2,0,1,0,0,1,0,1,0,0
"NR_108069",0,0,0,0,0,0,0,0,0,0,0,0
"NR_120650",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001134366",0,0,0,0,0,0,0,0,0,0,0,0
"NM_000818",0,0,1,0,0,0,0,0,0,0,0,0
"NR_134472",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026793",8,6,5,6,6,0,1,4,0,7,2,4
"NR_026794",3,0,5,2,0,0,1,1,0,0,1,3
"NM_001348034",1594,1335,4153,1882,1799,371,1878,1110,862,1907,1402,1387
"NM_001178121",1541,1317,4088,1797,1802,379,1833,1089,835,1873,1420,1351
"NM_001178116",1750,1463,4422,2047,1986,407,2067,1230,960,2046,1553,1519
"NM_001178120",1610,1377,4221,1894,1894,391,1908,1141,883,1948,1476,1411
"NM_001178119",1661,1393,4315,1970,1910,401,1971,1156,917,2016,1489,1468
"NM_001178123",1465,1305,3983,1725,1760,356,1737,1074,789,1804,1376,1283
"NM_001348031",1543,1319,4077,1806,1791,362,1819,1095,828,1844,1389,1330
"NM_001348029",1740,1407,4409,2051,1941,407,2053,1177,956,2056,1502,1515
"NM_001178122",1516,1321,4059,1801,1768,365,1796,1089,823,1867,1389,1340
"NM_001178124",1397,1245,3850,1629,1668,344,1663,1022,741,1729,1320,1224
"NM_001178125",1090,934,3351,1283,1243,260,1353,796,592,1329,981,935
"NM_001348030",1594,1387,4175,1863,1860,388,1887,1152,869,1922,1480,1409
"NR_145410",1736,1430,4426,2085,1946,406,2094,1181,955,2105,1505,1515
"NM_005470",1793,1477,4496,2118,2002,416,2107,1240,990,2106,1564,1573
"NM_001348032",1742,1461,4402,2042,1985,406,2044,1225,956,2037,1551,1516
"NM_001348033",1689,1391,4315,1975,1925,397,1990,1162,922,1988,1489,1458
"NM_001012751",1663,1447,4308,1961,1954,400,1962,1204,917,1997,1538,1469
"NM_001012750",1714,1463,4402,2037,1971,410,2025,1219,951,2066,1551,1526
"NM_001012752",1645,1403,4269,1939,1877,398,1950,1167,903,1991,1493,1466
"NR_026795",19,5,34,9,5,0,12,3,6,3,2,12
"NM_001256053",450,221,2487,734,372,136,641,267,521,569,451,1004
"NM_014915",459,230,2512,754,390,140,658,271,539,575,451,1027
"NM_001352572",550,327,1295,526,354,79,591,234,261,678,472,532
"NM_001352574",580,350,1329,549,381,83,611,238,264,683,504,546
"NM_001352580",505,296,1244,471,313,69,531,211,237,622,433,480
"NM_001352576",582,350,1326,547,378,83,611,237,263,681,501,545
"NM_001352575",577,348,1327,545,378,82,611,238,264,683,501,545
"NM_032844",737,680,1956,630,677,178,1077,512,386,967,916,941
"NR_003525",1,12,8,7,6,2,3,1,3,8,8,7
"NM_001042473",551,329,1296,524,357,79,590,229,259,674,474,527
"NM_001301254",421,225,1054,389,231,51,444,168,186,524,317,400
"NM_001352583",509,283,1204,483,288,71,530,200,238,612,414,497
"NM_001352581",490,308,1190,454,333,64,511,216,209,592,406,451
"NM_001352573",534,323,1275,498,340,75,544,226,242,632,451,505
"NM_001301253",508,283,1203,482,290,70,530,197,237,616,413,496
"NM_001301252",512,281,1200,481,290,71,530,196,236,612,411,496
"NM_001352585",534,303,1235,505,309,75,551,209,243,621,444,515
"NM_001352588",462,291,1158,436,310,61,498,207,204,584,379,436
"NM_001352587",481,314,1172,440,326,63,515,228,205,605,402,443
"NM_001352586",509,331,1204,458,349,66,528,237,210,613,429,458
"NM_001172303",758,698,1986,635,701,181,1105,526,400,987,941,965
"NM_001352569",588,371,1337,560,395,85,617,248,266,688,507,557
"NM_145698",559,349,1304,534,370,81,595,238,261,679,476,535
"NM_001352582",454,270,1150,425,297,59,492,198,202,579,376,425
"NM_001320756",751,683,1976,634,677,182,1086,513,390,971,916,949
"NM_001352584",515,298,1213,489,294,72,530,202,238,613,415,502
"NR_135469",697,637,1867,585,625,167,1005,485,337,879,836,865
"NM_001301251",511,283,1205,483,292,71,530,197,237,616,414,496
"NM_001352579",557,334,1324,524,356,80,594,235,264,678,478,534
"NM_001352578",553,329,1293,522,354,79,590,228,258,672,471,526
"NM_001352577",548,327,1294,520,354,78,590,229,259,674,471,526
"NM_001352568",579,348,1328,551,378,83,612,243,266,687,502,551
"NM_001172304",691,614,1886,590,610,174,1007,471,352,892,819,870
"NM_001320757",772,701,2006,639,701,185,1114,527,404,991,941,973
"NM_001352571",607,394,1351,564,411,87,634,269,267,709,531,564
"NM_001352570",266,238,708,270,252,45,260,151,136,295,291,259
"NM_001271512",578,373,1318,539,386,83,613,260,262,700,501,545
"NM_001034842",0,0,0,0,0,0,0,0,2,0,0,0
"NM_173576",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001242702",0,0,0,0,0,0,0,0,0,0,0,0
"NR_121652",0,0,0,0,0,0,0,0,0,0,0,0
"NR_132973",0,0,0,0,0,0,0,0,0,0,0,0
"NR_107053",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033805",624,483,1309,685,702,242,631,434,332,843,826,690
"NM_012342",13,29,26,4,5,21,11,1,16,0,12,8
"NR_120652",0,0,1,0,2,0,0,0,0,0,0,1
"NR_038374",0,0,0,0,0,0,0,0,0,0,0,0
"NR_038375",0,0,0,0,0,0,0,0,0,0,0,0
"NR_038376",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001278522",0,0,2,0,0,0,0,0,0,0,0,0
"NM_032517",0,0,0,0,0,0,0,0,0,0,0,0
"NR_003930",178,113,309,233,214,62,225,124,57,190,123,158
"NR_110923",184,117,310,243,217,63,227,129,64,193,126,159
"NR_110924",188,131,321,237,233,66,249,143,63,202,153,175
"NR_110925",55,25,96,48,39,7,68,16,14,35,29,48
"NR_110926",51,16,90,46,28,6,68,12,12,33,22,41
"NR_110929",17,8,27,10,10,1,23,6,2,7,10,15
"NR_110920",48,26,57,50,40,17,77,25,43,57,56,41
"NR_110921",30,24,41,27,37,14,51,25,31,37,45,36
"NR_110922",26,15,35,25,27,13,51,21,29,35,30,30
"NR_110927",11,5,14,14,10,1,28,8,2,7,14,12
"NR_110928",12,3,21,10,9,2,25,7,4,7,0,9
"NR_030335",0,0,0,0,0,0,0,0,0,0,0,0
"NR_030634",0,0,0,0,0,0,0,0,0,0,0,0
"NR_120653",0,0,0,1,0,0,0,0,0,0,0,0
"NR_120609",0,2,9,3,0,2,0,0,0,2,0,12
"NR_106985",0,0,0,0,0,0,0,0,0,0,0,0
"NM_018109",621,419,1293,626,502,181,666,292,316,787,527,636
"NM_001320961",1428,1193,2941,1375,1321,428,1396,727,535,1818,1325,1139
"NM_005204",1668,1495,3359,1726,1645,518,1592,879,650,2171,1688,1366
"NM_001244134",1430,1259,2979,1412,1327,440,1381,786,540,1833,1473,1183
"NM_183058",0,0,0,0,0,0,0,0,0,0,0,0
"NR_036438",1,6,1,0,1,0,0,4,1,4,2,1
"NR_134497",0,0,0,0,0,0,0,1,0,0,1,0
"NR_148979",16,18,49,20,10,3,15,8,11,19,5,30
"NR_148978",9,4,39,12,7,1,11,1,9,14,2,26
"NR_148977",224,115,495,198,145,55,232,91,126,267,165,232
"NR_148976",190,60,398,173,80,44,198,38,101,223,80,199
"NR_148975",193,56,393,173,77,46,198,35,100,226,78,201
"NR_024284",194,63,403,169,86,44,200,36,98,232,82,199
"NM_001368169",1,2,1,1,0,0,0,0,0,1,0,0
"NM_004521",1363,1655,5932,2382,2436,444,2288,1574,1187,2028,2882,2721
"NR_104159",102,123,202,130,142,35,142,102,42,118,130,105
"NR_104160",63,101,158,86,113,18,90,81,30,91,109,77
"NR_104163",7,7,15,3,0,0,3,3,12,8,2,14
"NM_025209",754,531,1517,653,719,198,906,469,303,948,693,629
"NM_001272019",652,392,1363,575,558,165,780,371,271,829,566,554
"NM_001272004",727,507,1467,631,671,193,883,455,289,908,656,610
"NR_120660",6,11,27,6,15,0,0,7,9,15,18,5
"NR_132768",0,0,10,1,0,0,0,0,0,0,0,1
"NM_033668",706,709,1577,1346,1876,417,1389,1047,655,2236,2132,1613
"NM_133376",694,709,1570,1338,1883,417,1374,1048,650,2221,2120,1597
"NM_002211",705,728,1591,1371,1949,425,1418,1094,657,2275,2191,1626
"NR_160030",0,0,0,0,0,0,0,0,0,0,0,0
"NR_038932",0,0,0,0,0,0,0,0,0,0,0,0
"NR_108043",0,1,0,0,2,0,0,0,0,0,0,2
"NR_037405",10,1,10,7,3,0,15,0,5,5,1,4
"NM_001198777",594,461,1390,707,604,148,820,370,362,878,727,766
"NM_001324375",490,387,1260,575,508,127,707,312,321,694,579,654
"NM_001324376",592,448,1392,703,583,146,818,357,361,871,704,764
"NM_001198778",581,447,1374,695,583,145,815,356,360,860,700,755
"NM_001198779",593,450,1397,705,584,148,820,356,368,874,708,768
"NM_003591",593,461,1399,706,618,148,828,374,369,874,719,765
"NM_183011",265,284,652,319,320,86,394,238,110,468,385,295
"NM_001267569",56,17,168,54,53,17,70,26,21,84,40,29
"NM_001267564",117,99,418,121,129,29,177,74,44,206,128,121
"NM_183060",121,147,409,119,156,39,217,111,54,210,193,130
"NM_182718",70,69,284,65,78,22,139,50,37,145,111,83
"NM_182719",74,71,305,70,91,22,149,58,40,160,113,85
"NM_182720",173,187,495,216,216,52,276,152,77,360,322,196
"NM_001267570",81,74,311,75,92,22,159,62,37,162,102,89
"NM_182721",188,191,504,224,224,51,281,160,72,363,282,200
"NM_182772",93,82,359,101,100,24,149,59,37,171,110,106
"NM_182723",199,204,538,248,239,56,324,179,79,398,297,211
"NM_182724",77,72,293,70,84,22,143,54,34,152,100,87
"NM_182770",82,83,353,98,93,24,158,56,36,162,110,108
"NM_182717",183,194,516,228,231,53,286,160,86,378,324,202
"NM_001267565",86,14,131,84,66,16,61,20,23,103,37,59
"NM_001352446",92,76,316,91,91,25,163,63,40,168,113,95
"NM_001352445",205,195,528,249,233,54,311,170,78,386,296,208
"NM_001267567",88,70,307,86,86,23,161,52,36,151,92,99
"NM_182769",102,96,393,112,110,28,176,63,40,187,124,121
"NM_001267568",52,16,147,49,41,17,61,18,19,73,38,27
"NM_001267566",73,25,151,91,71,14,86,25,23,116,62,85
"NM_183012",234,263,612,301,294,78,368,216,104,438,368,275
"NM_182771",113,95,399,115,117,28,167,66,41,196,124,119
"NR_039831",0,0,0,0,0,0,0,0,0,0,0,0
"NM_153368",0,0,0,0,0,0,1,0,0,0,0,0
"NM_031866",2,1,5,0,0,1,0,3,3,6,8,3
"NR_104061",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001190489",0,0,2,0,0,6,0,0,4,0,1,1
"NR_147995",80,62,329,110,83,18,93,52,67,111,43,82
"NR_147998",69,58,303,105,70,14,68,44,63,93,39,73
"NR_148004",69,57,299,105,70,14,68,44,62,93,39,73
"NR_148006",80,61,319,110,83,18,92,49,65,105,43,81
"NR_147993",39,32,166,77,34,8,43,19,39,66,13,51
"NR_147994",45,36,166,80,37,9,34,21,45,77,18,49
"NR_051997",15,5,45,9,3,0,13,1,14,13,0,14
"NM_001267605",238,173,899,380,205,52,383,152,247,368,166,295
"NM_001267606",388,233,1140,507,259,76,539,210,332,504,206,385
"NM_001352470",268,219,1258,552,264,72,563,209,370,450,264,439
"NM_001352471",268,218,1257,552,261,72,563,208,369,450,262,439
"NM_001352473",278,221,1264,560,264,74,564,211,377,465,262,441
"NM_001352474",299,244,1397,583,298,79,594,233,395,482,291,469
"NM_001352480",220,167,884,367,191,46,366,142,236,344,159,279
"NM_001352486",306,245,1403,596,299,79,602,234,401,486,291,477
"NM_001352487",324,251,1418,609,313,85,622,245,413,510,298,494
"NM_001352488",332,250,1437,614,306,83,623,241,411,526,298,484
"NM_001352489",309,245,1409,600,299,79,609,235,402,490,291,478
"NM_001352490",350,256,1452,628,320,89,643,254,423,550,305,501
"NM_001352491",290,230,1381,573,289,78,588,229,387,468,285,461
"NM_001352492",421,294,1598,684,347,101,735,285,467,605,330,561
"NM_021045",317,250,1412,596,312,85,614,243,407,506,298,486
"NM_001267597",278,221,1264,561,264,75,564,211,377,465,262,442
"NM_001352469",268,218,1257,552,261,73,563,208,369,450,262,439
"NM_001352478",199,144,751,346,157,42,336,120,218,327,132,251
"NM_001352482",274,219,1263,565,262,73,571,209,375,454,262,446
"NM_001352483",265,208,1243,545,255,72,557,205,363,436,259,433
"NM_001352484",284,222,1270,574,265,75,572,213,383,469,262,449
"NM_001352485",284,223,1270,574,267,75,573,213,383,470,267,453
"NR_147991",186,131,730,331,148,39,334,114,205,301,129,243
"NM_001352472",468,310,1653,723,366,109,770,301,492,643,338,576
"NR_148003",97,79,377,127,81,16,110,51,88,144,57,119
"NR_148005",141,97,512,180,136,32,170,77,122,193,82,143
"NR_148001",104,66,359,114,98,22,118,60,80,130,48,100
"NR_148002",65,53,291,90,67,13,55,42,62,83,37,69
"NR_147997",70,56,314,93,68,13,79,43,66,88,37,83
"NM_001352494",94,62,336,108,85,18,99,52,77,117,44,99
"NM_001352477",78,62,268,111,62,17,106,38,69,136,41,106
"NM_001352479",134,96,506,169,135,32,162,75,116,189,82,135
"NM_001352481",116,90,491,157,121,26,145,66,105,165,75,119
