"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Row.names.y","X","Chr","Start","End","Strand","Length","chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","len","tssstart","tssend","bodystart","bodyend","controlgenes","controlgenes18","controlgenes19","controlgenes20","controlgenes21","controlgenes21shuffle","V2"
"510","NM_001001992",1372.65946065393,0.520330902870288,0.225642079644056,2.30600118422546,0.0211105661652204,0.148328115518379,"NM_001001992",68540,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","29024617;29027873;29030595;29034837;29036271;29037279;29038335;29039026;29039481;29040609;29042013;29042472;29043423;29046667;29048761;29050092;29053802;29054066","29024777;29027974;29030773;29034940;29036374;29037463;29038430;29039156;29039568;29040687;29042104;29042528;29043599;29047321;29048855;29050178;29053958;29054486","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2970,"chr21",29024616,29054486,"NM_001001992",0,"+",29027913,29054187,0,18,"161,102,179,104,104,185,96,131,88,79,92,57,177,655,95,87,157,421,","0,3256,5978,10220,11654,12662,13718,14409,14864,15992,17396,17855,18806,22050,24144,25475,29185,29449,",29870,29024116,29025116,29025616,29053986,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"USP16"
"513","NM_001002021",4417.61086781759,0.716468903963843,0.186871273893848,3.83402375889423,0.000126063957207794,0.00269090697518359,"NM_001002021",68327,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","44300053;44304275;44305257;44305800;44306681;44311006;44312105;44312978;44313638;44313913;44316244;44316432;44318470;44319351;44320084;44321729;44322133;44322962;44323766;44324491;44324856;44325153;44325961;44326159;44326715","44300190;44304455;44305417;44305935;44306754;44311083;44312294;44313143;44313682;44314021;44316339;44316524;44318595;44319415;44320147;44321875;44322203;44323049;44323918;44324655;44324917;44325264;44326060;44326264;44327373","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3385,"chr21",44300052,44327373,"NM_001002021",0,"+",44305318,44326862,0,25,"138,181,161,136,74,78,190,166,45,109,96,93,126,65,64,147,71,88,153,165,62,112,100,106,659,","0,4222,5204,5747,6628,10953,12052,12925,13585,13860,16191,16379,18417,19298,20031,21676,22080,22909,23713,24438,24803,25100,25908,26106,26662,",27321,44299552,44300552,44301052,44326873,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"PFKL"
"515","NM_001002034",67.2170914428946,0.131746961033347,0.336749035656382,0.391231888093011,0.69562583968093,0.897295076458312,"NM_001002034",70218,"chr22;chr22;chr22;chr22_GL383582v2_alt;chr22_KB663609v1_alt;chr22_KI270928v1_alt","42074248;42075571;42077280;1;1;1","42074341;42075652;42079438;1783;1783;1783","+;+;+;+;+;+",7684,"chr22",42074247,42079438,"NM_001002034",0,"+",42077293,42078073,0,3,"94,82,2159,","0,1323,3032,",5191,42073747,42074747,42075247,42078938,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PHETA2"
"516","NM_001002034",67.2170914428946,0.131746961033347,0.336749035656382,0.391231888093011,0.69562583968093,0.897295076458312,"NM_001002034",70218,"chr22;chr22;chr22;chr22_GL383582v2_alt;chr22_KB663609v1_alt;chr22_KI270928v1_alt","42074248;42075571;42077280;1;1;1","42074341;42075652;42079438;1783;1783;1783","+;+;+;+;+;+",7684,"chr22",42074247,42079438,"NM_001002034",0,"+",42077293,42078073,0,3,"94,82,2159,","0,1323,3032,",5191,42073747,42074747,42075247,42078938,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PHETA2"
"517","NM_001002034",67.2170914428946,0.131746961033347,0.336749035656382,0.391231888093011,0.69562583968093,0.897295076458312,"NM_001002034",70218,"chr22;chr22;chr22;chr22_GL383582v2_alt;chr22_KB663609v1_alt;chr22_KI270928v1_alt","42074248;42075571;42077280;1;1;1","42074341;42075652;42079438;1783;1783;1783","+;+;+;+;+;+",7684,"chr22",42074247,42079438,"NM_001002034",0,"+",42077293,42078073,0,3,"94,82,2159,","0,1323,3032,",5191,42073747,42074747,42075247,42078938,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PHETA2"
"518","NM_001002034",67.2170914428946,0.131746961033347,0.336749035656382,0.391231888093011,0.69562583968093,0.897295076458312,"NM_001002034",70218,"chr22;chr22;chr22;chr22_GL383582v2_alt;chr22_KB663609v1_alt;chr22_KI270928v1_alt","42074248;42075571;42077280;1;1;1","42074341;42075652;42079438;1783;1783;1783","+;+;+;+;+;+",7684,"chr22",42074247,42079438,"NM_001002034",0,"+",42077293,42078073,0,3,"94,82,2159,","0,1323,3032,",5191,42073747,42074747,42075247,42078938,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PHETA2"
"532","NM_001002837",6.48855616435145,-0.291264817082608,0.826323882234811,-0.352482632227542,0.724476341243344,0.908858887656503,"NM_001002837",69858,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","31122923;31124845;31126376;31126613;31126921;31127357;31127951;31128214;31128471;31133098;31133406;31133610;31133913","31123119;31124906;31126489;31126721;31127037;31127532;31128062;31128323;31128654;31133235;31133483;31133714;31134697","+;+;+;+;+;+;+;+;+;+;+;+;+",2287,"chr22",31122922,31134697,"NM_001002837",0,"+",31123014,31134419,0,13,"197,62,114,109,117,176,112,110,184,138,78,105,785,","0,1922,3453,3690,3998,4434,5028,5291,5548,10175,10483,10687,10990,",11775,31122422,31123422,31123922,31134197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"INPP5J"
"535","NM_001002880",455.754802450981,-0.120727041734779,0.19533001573079,-0.618067025096484,0.536531157694498,0.82906435055884,"NM_001002880",69238,"chr22;chr22;chr22;chr22;chr22;chr22","38656653;38665546;38668017;38670884;38671070;38673159","38656750;38665685;38668132;38670989;38671188;38673851","+;+;+;+;+;+",1272,"chr22",38656652,38673851,"NM_001002880",0,"+",38665594,38673236,0,6,"98,140,116,106,119,693,","0,8893,11364,14231,14417,16506,",17199,38656152,38657152,38657652,38673351,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CBY1"
"541","NM_001003406",8.79385480212503,-0.232719381660871,0.775041117678379,-0.300267142416879,0.76397339406405,0.923513847059389,"NM_001003406",69256,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","39570753;39598151;39600520;39619310;39634565;39640867;39642797;39646569;39649501;39658152;39658931;39659433;39659697;39660344;39661108;39661965;39662776;39663718;39664091;39664739;39665498;39665881;39668292;39670038;39670803;39672199;39672949;39673963;39677341;39677987;39679107;39679722;39680930;39682496;39684302;39685761","39570988;39598262;39600653;39619407;39634724;39641182;39642889;39646881;39649925;39658303;39659116;39659550;39659852;39660437;39661310;39662435;39662876;39663841;39664159;39664923;39665624;39666006;39668381;39670230;39670954;39672308;39673082;39674033;39677419;39678108;39679445;39679868;39681052;39682661;39684498;39689735","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",9897,"chr22",39570752,39689735,"NM_001003406",0,"+",39570752,39686405,0,36,"236,112,134,98,160,316,93,313,425,152,186,118,156,94,203,471,101,124,69,185,127,126,90,193,152,110,134,71,79,122,339,147,123,166,197,3975,","0,27398,29767,48557,63812,70114,72044,75816,78748,87399,88178,88680,88944,89591,90355,91212,92023,92965,93338,93986,94745,95128,97539,99285,100050,101446,102196,103210,106588,107234,108354,108969,110177,111743,113549,115008,",118983,39570252,39571252,39571752,39689235,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CACNA1I"
"546","NM_001003696",594.817122823397,0.722106882523473,0.164573962648842,4.38773467504251,1.14537380468299e-05,0.000359004432497571,"NM_001003696",68519,"chr21;chr21;chr21;chr21","25724480;25725226;25729631;25735315","25724677;25725350;25729801;25735654","-;-;-;-",834,"chr21",25724479,25735654,"NM_001003696",0,"-",25724639,25729794,0,4,"198,125,171,340,","0,746,5151,10835,",11175,25735154,25736154,25724979,25734654,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"ATP5PF"
"547","NM_001003704",771.759441085482,0.0335704121045931,0.231535779518526,0.144990170307164,0.884718632738575,0.963478029639927,"NM_001003704",69801,"chr22;chr22;chr22","30425768;30426717;30428462","30425946;30426844;30429054","+;+;+",900,"chr22",30425767,30429054,"NM_001003704",0,"+",30425879,30428674,0,3,"179,128,593,","0,949,2694,",3287,30425267,30426267,30426767,30428554,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MTFP1"
"551","NM_001003796",1307.09610707157,-0.0515863348719012,0.189581456962345,-0.272106437509589,0.785540179828094,0.932272914726923,"NM_001003796",69269,"chr22;chr22;chr22","41673933;41680244;41688794","41675195;41680364;41688867","-;-;-",1458,"chr22",41673932,41688867,"NM_001003796",0,"-",41674932,41688796,0,3,"1263,121,74,","0,6311,14861,",14935,41688367,41689367,41674432,41687867,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SNU13"
"554","NM_001003828",7416.48912408476,-0.221159968156083,0.221179256369981,-0.999912793748319,0.317352712422889,0.678351982454959,"NM_001003828",68977,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","43999211;43999534;44093928;44100053;44119038;44131487;44132894;44136460;44140124;44147861;44151483;44157982;44163858;44168602","43999411;43999673;44094017;44100123;44119140;44131627;44133009;44136518;44140143;44147922;44151551;44158083;44163930;44169232","+;+;+;+;+;+;+;+;+;+;+;+;+;+",1878,"chr22",43999210,44169232,"NM_001003828",0,"+",43999340,44168678,0,14,"201,140,90,71,103,141,116,59,20,62,69,102,73,631,","0,323,94717,100842,119827,132276,133683,137249,140913,148650,152272,158771,164647,169391,",170022,43998710,43999710,44000210,44168732,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PARVB"
"590","NM_001004426",691.090719326343,-0.553441259935469,0.197607680827545,-2.80070722766321,0.00509907568724308,0.0532419277485945,"NM_001004426",69241,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","38111495;38112504;38113487;38115527;38116075;38120759;38123095;38126371;38129454;38132831;38134988;38139982;38143105;38145438;38169218;38181664","38112305;38112577;38113654;38115681;38116211;38120909;38123258;38126449;38129562;38133013;38135084;38140169;38143288;38145653;38169471;38181830","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3137,"chr22",38111494,38181830,"NM_001004426",0,"-",38112160,38169426,0,16,"811,74,168,155,137,151,164,79,109,183,97,188,184,216,254,167,","0,1009,1992,4032,4580,9264,11600,14876,17959,21336,23493,28487,31610,33943,57723,70169,",70336,38181330,38182330,38111994,38180830,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PLA2G6"
"643","NM_001006666",120.712708612705,0.186183904407203,0.249342206633018,0.746700315687943,0.45524447916128,0.783471152876831,"NM_001006666",70074,"chr22;chr22;chr22","39040864;39042937;39044083","39040977;39043090;39044423","+;+;+",609,"chr22",39040863,39044423,"NM_001006666",0,"+",39040960,39044217,0,3,"114,154,341,","0,2073,3219,",3560,39040363,39041363,39041863,39043923,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"APOBEC3F"
"656","NM_001007188",811.622491656162,-0.285739988092542,0.207040788956248,-1.38011446697552,0.167551403624064,0.511533839043574,"NM_001007188",69882,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","31754019;31754862;31758546;31760656;31764975;31766585;31768814;31778099;31783907;31784814;31792033;31792745;31797600;31798582;31802704;31804162;31804842;31806122;31809611;31810521;31814992;31815416","31754164;31754979;31758633;31760702;31765060;31766668;31768863;31778168;31783985;31784875;31792102;31792817;31797703;31798656;31802838;31804223;31804915;31806191;31809647;31810641;31815212;31815991","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2448,"chr22",31754018,31815991,"NM_001007188",0,"+",31754921,31815429,0,22,"146,118,88,47,86,84,50,70,79,62,70,73,104,75,135,62,74,70,37,121,221,576,","0,843,4527,6637,10956,12566,14795,24080,29888,30795,38014,38726,43581,44563,48685,50143,50823,52103,55592,56502,60973,61397,",61973,31753518,31754518,31755018,31815491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"DEPDC5"
"664","NM_001007246",911.386088547325,-0.188016803844884,0.177648953281275,-1.05836145033286,0.289890687313821,0.655034123284416,"NM_001007246",68713,"chr21;chr21;chr21;chr21;chr21","39296437;39312841;39313072;39313241;39313443","39298582;39312900;39313101;39313299;39313786","-;-;-;-;-",2639,"chr21",39296436,39313786,"NM_001007246",0,"-",39298417,39313491,0,5,"2146,60,30,59,344,","0,16404,16635,16804,17006,",17350,39313286,39314286,39296936,39312786,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"BRWD1"
"671","NM_001007467",4531.0249354667,-0.579519207958034,0.168574273586329,-3.43776779000179,0.000586530443616418,0.00970624423032743,"NM_001007467",69191,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","31496536;31508255;31528690;31531058;31546861;31550254;31556942;31561290;31573058;31575231;31578382;31580272;31583875;31585068;31589447;31602212;31602607;31603744;31604309;31604869;31606328;31607937;31611143;31611766;31613142;31613354;31613602;31614789;31615048;31616745;31617000;31618115;31618314","31496637;31508376;31528863;31531129;31546971;31550348;31557059;31561392;31573214;31575392;31578452;31580364;31583972;31585134;31589577;31602293;31602785;31603819;31604404;31604945;31606430;31608033;31611303;31611840;31613216;31613530;31613855;31614860;31615279;31616877;31617078;31618226;31618588","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4031,"chr22",31496535,31618588,"NM_001007467",0,"+",31508284,31618418,0,33,"102,122,174,72,111,95,118,103,157,162,71,93,98,67,131,82,179,76,96,77,103,97,161,75,75,177,254,72,232,133,79,112,275,","0,11719,32154,34522,50325,53718,60406,64754,76522,78695,81846,83736,87339,88532,92911,105676,106071,107208,107773,108333,109792,111401,114607,115230,116606,116818,117066,118253,118512,120209,120464,121579,121778,",122053,31496035,31497035,31497535,31618088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SFI1"
"735","NM_001009880",1745.09196729514,-0.304501300197796,0.231728971080458,-1.31404070357725,0.188832506913496,0.541728915291305,"NM_001009880",69302,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","45192242;45197790;45199873;45202990;45203845;45205217;45205630;45205793;45211956;45240640","45197216;45197948;45200035;45203184;45203985;45205318;45205707;45205912;45212107;45240769","-;-;-;-;-;-;-;-;-;-",6215,"chr22",45192241,45240769,"NM_001009880",0,"-",45197175,45240703,0,10,"4975,159,163,195,141,102,78,120,152,130,","0,5548,7631,10748,11603,12975,13388,13551,19714,48398,",48528,45240269,45241269,45192741,45239769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"KIAA0930"
"758","NM_001010859",1.40039402197874,-0.24229144951913,4.32772742169365,-0.055985838734804,0.955353088519101,NA,"NM_001010859",69893,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","32149006;32149753;32150319;32150992;32151487;32152067;32152562;32154244;32158984","32149613;32149780;32150479;32151019;32151551;32152094;32152626;32154318;32159303","-;-;-;-;-;-;-;-;-",1378,"chr22",32149005,32159303,"NM_001010859",0,"-",32149539,32159215,0,9,"608,28,161,28,65,28,65,75,320,","0,747,1313,1986,2481,3061,3556,5238,9978,",10298,32158803,32159803,32149505,32158303,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"C22orf42"
"857","NM_001013436",269.803310868536,-0.863211075235501,0.209588051267305,-4.11860824133804,3.81167519311675e-05,0.000985832496649199,"NM_001013436",69976,"chr22;chr22;chr22","37019641;37024192;37029216","37019774;37024810;37029822","+;+;+",1360,"chr22",37019640,37029822,"NM_001013436",0,"+",37024215,37029514,0,3,"134,619,607,","0,4551,9575,",10182,37019140,37020140,37020640,37029322,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MPST"
"878","NM_001013694",592.509954927264,0.0802872108307259,0.214820513150147,0.37374089491449,0.708597096790935,0.902746015513125,"NM_001013694",69677,"chr22;chr22;chr22;chr22;chr22;chr22;chr22","26483877;26486023;26488029;26488390;26490044;26491025;26491463","26484099;26486063;26488288;26488488;26490198;26491070;26494658","+;+;+;+;+;+;+",4020,"chr22",26483876,26494658,"NM_001013694",0,"+",26483890,26491672,0,7,"223,41,260,99,155,46,3196,","0,2146,4152,4513,6167,7148,7586,",10782,26483376,26484376,26484876,26494158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SRRD"
"928","NM_001017437",122.362320445773,0.319863675957203,0.256464128309841,1.24720629768062,0.212321864343967,0.573474541122246,"NM_001017437",69793,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","30356635;30361961;30365990;30369432;30370326;30371650;30372075;30373597;30373923;30375479;30376259;30376433","30357132;30362114;30366248;30369603;30370950;30371727;30372286;30373764;30374091;30375663;30376347;30378655","+;+;+;+;+;+;+;+;+;+;+;+",4832,"chr22",30356634,30378655,"NM_001017437",0,"+",30366000,30376745,0,12,"498,154,259,172,625,78,212,168,169,185,89,2223,","0,5326,9355,12797,13691,15015,15440,16962,17288,18844,19624,19798,",22021,30356134,30357134,30357634,30378155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CCDC157"
"930","NM_001017528",121.512356544402,0.932521443765571,0.346899398828639,2.6881610256875,0.00718467407135728,0.0686431494987523,"NM_001017528",69288,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","44668547;44702492;44714591;44725244;44726577;44731730;44732251;44735027;44736772","44668805;44702608;44714671;44725292;44726634;44731821;44732391;44735162;44737681","+;+;+;+;+;+;+;+;+",1843,"chr22",44668546,44737681,"NM_001017528",0,"+",44702501,44737247,0,9,"259,117,81,49,58,92,141,136,910,","0,33945,46044,56697,58030,63183,63704,66480,68225,",69135,44668046,44669046,44669546,44737181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PRR5"
"942","NM_001017981",130.00184921531,0.030232312700298,0.226993126104182,0.13318602734438,0.894046260960897,0.965629059852707,"NM_001017981",69792,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","30378821;30379711;30380062;30380282;30384339;30385904;30386070;30386616;30387029","30379622;30379813;30380205;30380401;30384495;30385989;30386141;30386759;30387411","-;-;-;-;-;-;-;-;-",2011,"chr22",30378820,30387411,"NM_001017981",0,"-",30379599,30387313,0,9,"802,103,144,120,157,86,72,144,383,","0,890,1241,1461,5518,7083,7249,7795,8208,",8591,30386911,30387911,30379320,30386411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"RNF215"
"947","NM_001018060",21.8873746878351,-0.574387954335249,0.568906582656105,-1.00963492398621,0.312670231009068,0.674671542611121,"NM_001018060",68934,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","20965172;20967805;20973307;20973758;20974063;20974252;20974525;20974704;20975692;20976215;20976408;20976651;20976867;20977032;20977700;20977888;20979271;20979627;20980020;20980992","20965207;20967975;20973520;20973867;20974172;20974296;20974621;20974816;20975778;20976306;20976538;20976766;20976938;20977095;20977776;20978005;20979369;20979702;20980124;20981358","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2300,"chr22",20965171,20981358,"NM_001018060",0,"+",20967944,20981031,0,20,"36,171,214,110,110,45,97,113,87,92,131,116,72,64,77,118,99,76,105,367,","0,2633,8135,8586,8891,9080,9353,9532,10520,11043,11236,11479,11695,11860,12528,12716,14099,14455,14848,15820,",16187,20964671,20965671,20966171,20980858,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"AIFM3"
"991","NM_001024843",8032.33290889809,-0.432647159826359,0.151627362464106,-2.85335807993612,0.00432598457421532,0.0470032718266707,"NM_001024843",69257,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","40044817;40117055;40125772;40156115;40246015;40251179;40261832;40270122;40273425;40277077;40277999;40279995;40285645;40300455;40300910;40301150;40308512;40310817;40312505;40312902;40315283;40315942;40321090;40322854","40044998;40117128;40125862;40156182;40246102;40251200;40262173;40270280;40273600;40277151;40278044;40280143;40285770;40300586;40301005;40301333;40308649;40310993;40312651;40312997;40315507;40316012;40321229;40335808","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",15959,"chr22",40044816,40335808,"NM_001024843",0,"+",40125817,40323241,0,24,"182,74,91,68,88,22,342,159,176,75,46,149,126,132,96,184,138,177,147,96,225,71,140,12955,","0,72238,80955,111298,201198,206362,217015,225305,228608,232260,233182,235178,240828,255638,256093,256333,263695,266000,267688,268085,270466,271125,276273,278037,",290992,40044316,40045316,40045816,40335308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TNRC6B"
"994","NM_001024938",292.594974199933,-0.0533858971821345,0.184361411511561,-0.289571970318674,0.772143713095931,0.92786000384356,"NM_001024938",69615,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt;chr22_KI270879v1_alt","23856934;23862104;23868481;23875117;23877042;23877721;23882459;23882759;23883772;23883949;23884302;23884649;93296;98466;104843;111479;113404;114083;118821;119121;120134;120311;120664;121011","23856991;23862202;23868641;23875241;23877171;23877869;23882646;23882869;23883873;23884024;23884429;23886312;93353;98564;105003;111603;113533;114231;119008;119231;120235;120386;120791;122674","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5982,"chr22",23856933,23886312,"NM_001024938",0,"+",23856970,23884849,0,12,"58,99,161,125,130,149,188,111,102,76,128,1664,","0,5170,11547,18183,20108,20787,25525,25825,26838,27015,27368,27715,",29379,23856433,23857433,23857933,23885812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SLC2A11"
